customer_state,product_category_name,Count_industry,Average Price per state
BA,livros_interesse_geral,14,64.91428571428571
GO,livros_interesse_geral,15,137.506
AC,livros_interesse_geral,2,316.9
MA,livros_interesse_geral,3,99.66666666666667
MT,livros_interesse_geral,2,22.25
RO,livros_interesse_geral,1,44.99
SE,livros_interesse_geral,1,135.0
AL,livros_interesse_geral,2,30.5
TO,livros_interesse_geral,1,32.9
SP,moveis_sala,206,117.67101941747572
GO,moveis_sala,11,135.0490909090909
BA,moveis_sala,21,124.77761904761904
RJ,moveis_sala,122,143.09704918040984
MG,moveis_sala,54,151.94203703703704
SC,moveis_sala,12,177.61416666666665
SE,moveis_sala,3,290.33
RS,moveis_sala,24,149.28958333333333
PA,moveis_sala,1,179.99
PE,moveis_sala,4,144.6975
MS,moveis_sala,3,139.6
CE,moveis_sala,2,301.49
MA,moveis_sala,4,379.975
AL,moveis_sala,3,243.26333333333332
MT,moveis_sala,3,173.29333333333332
PR,moveis_sala,17,120.73588235294119
ES,moveis_sala,17,90.17764705882352
DF,moveis_sala,7,200.8085714285714
RO,moveis_sala,1,139.9
PI,moveis_sala,2,109.9
AC,moveis_sala,1,79.9
TO,moveis_sala,2,123.1
PB,moveis_sala,2,71.49
MG,alimentos,39,58.08948717948717
SC,alimentos,16,46.715
PR,alimentos,31,57.38935483870968
SP,alimentos,280,55.00160714285715
BA,alimentos,14,63.07571428571429
ES,alimentos,14,68.83500000000001
RJ,alimentos,49,59.704897959183675
MS,alimentos,4,96.065
PE,alimentos,14,49.67642857142857
RS,alimentos,14,57.87928571428571
GO,alimentos,7,56.92285714285714
MT,alimentos,7,104.91428571428571
RO,alimentos,1,98.99
DF,alimentos,6,56.695
CE,alimentos,5,69.738
PI,alimentos,1,149.9
PB,alimentos,4,76.975
SE,alimentos,1,18.45
AM,alimentos,1,149.9
RN,alimentos,2,34.95
AL,alimentos,1,189.9
SP,casa_conforto,238,134.31189075630252
RJ,casa_conforto,63,125.5820634920635
MA,casa_conforto,2,342.95
TO,casa_conforto,1,599.0
MG,casa_conforto,60,139.23816666666667
SC,casa_conforto,12,135.51583333333335
BA,casa_conforto,12,105.02499999999999
RS,casa_conforto,21,142.47095238095238
PR,casa_conforto,13,125.93076923076924
PE,casa_conforto,8,121.30000000000001
PI,casa_conforto,3,166.29666666666665
MT,casa_conforto,4,171.95
AL,casa_conforto,1,89.9
ES,casa_conforto,13,135.93692307692308
CE,casa_conforto,4,86.65
GO,casa_conforto,9,153.27777777777777
DF,casa_conforto,7,74.5
PB,casa_conforto,1,86.9
RN,casa_conforto,1,89.9
MS,casa_conforto,1,86.9
RO,casa_conforto,1,229.0
SE,casa_conforto,1,219.0
SP,bebidas,220,42.81940909090909
BA,bebidas,5,80.25800000000001
RJ,bebidas,56,102.80785714285715
SC,bebidas,14,63.707857142857144
RS,bebidas,18,59.635555555555555
MG,bebidas,26,74.63846153846154
MS,bebidas,4,49.99
PR,bebidas,15,96.62133333333333
CE,bebidas,4,51.49
DF,bebidas,5,58.474000000000004
AL,bebidas,1,15.49
GO,bebidas,7,55.08142857142857
ES,bebidas,5,109.28400000000002
AM,bebidas,1,47.49
PI,bebidas,1,90.0
PA,bebidas,1,105.0
MT,bebidas,1,19.49
SP,audio,150,120.34720000000002
RS,audio,17,143.29999999999998
BA,audio,14,102.19214285714285
RJ,audio,59,169.14305084745763
MG,audio,37,153.42945945945948
ES,audio,14,85.55571428571429
SC,audio,12,156.03833333333333
PR,audio,19,151.1142105263158
GO,audio,7,282.1257142857143
CE,audio,6,160.315
DF,audio,16,128.014375
MT,audio,4,167.95
AM,audio,1,89.9
PI,audio,5,51.92
AL,audio,4,80.025
PE,audio,4,110.4475
MA,audio,3,244.62666666666667
RN,audio,1,189.0
PB,audio,1,79.0
TO,audio,1,175.0
MS,audio,1,190.9
PA,audio,1,568.0
SP,market_place,120,83.50516666666667
RS,market_place,20,97.277
SC,market_place,14,103.47785714285715
PR,market_place,18,55.82388888888889
AL,market_place,3,73.3
CE,market_place,4,139.5875
PI,market_place,4,55.72
MG,market_place,39,79.14666666666668
SE,market_place,3,177.9333333333333
RJ,market_place,40,79.356
PB,market_place,3,140.93333333333334
DF,market_place,4,81.67750000000001
GO,market_place,13,33.434615384615384
TO,market_place,1,62.8
ES,market_place,8,107.22125
PA,market_place,6,91.32666666666667
BA,market_place,4,533.9225
AM,market_place,1,180.0
PE,market_place,4,68.74
MA,market_place,9,74.69777777777779
MT,market_place,5,132.448
RO,market_place,1,149.99
AC,market_place,1,62.8
RN,market_place,3,53.23333333333333
MS,market_place,2,59.445
SP,construcao_ferramentas_iluminacao,150,131.48706666733332
RJ,construcao_ferramentas_iluminacao,21,155.13857142857142
BA,construcao_ferramentas_iluminacao,6,124.00999999999999
MG,construcao_ferramentas_iluminacao,39,151.87641025641025
RS,construcao_ferramentas_iluminacao,24,93.85541666666667
PR,construcao_ferramentas_iluminacao,13,158.60615384615386
MA,construcao_ferramentas_iluminacao,1,250.0
MS,construcao_ferramentas_iluminacao,9,100.55333333333334
GO,construcao_ferramentas_iluminacao,5,197.0
ES,construcao_ferramentas_iluminacao,7,107.47142857142856
SC,construcao_ferramentas_iluminacao,14,100.66857142857144
CE,construcao_ferramentas_iluminacao,1,219.9
PE,construcao_ferramentas_iluminacao,3,128.32666666666668
TO,construcao_ferramentas_iluminacao,2,137.0
DF,construcao_ferramentas_iluminacao,4,197.0
MT,construcao_ferramentas_iluminacao,3,216.66333333333333
PA,construcao_ferramentas_iluminacao,1,29.0
PI,construcao_ferramentas_iluminacao,1,297.0
SE,construcao_ferramentas_iluminacao,1,230.0
RS,moveis_cozinha_area_de_servico_jantar_e_jardim,15,145.84
SP,moveis_cozinha_area_de_servico_jantar_e_jardim,145,168.208
DF,moveis_cozinha_area_de_servico_jantar_e_jardim,5,264.76
SC,moveis_cozinha_area_de_servico_jantar_e_jardim,7,102.06857142857143
RJ,moveis_cozinha_area_de_servico_jantar_e_jardim,58,152.53862068965518
MG,moveis_cozinha_area_de_servico_jantar_e_jardim,29,134.01586206896553
PE,moveis_cozinha_area_de_servico_jantar_e_jardim,4,262.97
PR,moveis_cozinha_area_de_servico_jantar_e_jardim,14,245.64928571428572
ES,moveis_cozinha_area_de_servico_jantar_e_jardim,1,48.0
MT,moveis_cozinha_area_de_servico_jantar_e_jardim,3,220.0
CE,moveis_cozinha_area_de_servico_jantar_e_jardim,1,140.0
BA,moveis_cozinha_area_de_servico_jantar_e_jardim,3,67.3
GO,moveis_cozinha_area_de_servico_jantar_e_jardim,4,76.44
RN,moveis_cozinha_area_de_servico_jantar_e_jardim,3,149.96666666666667
AL,moveis_cozinha_area_de_servico_jantar_e_jardim,2,72.0
TO,moveis_cozinha_area_de_servico_jantar_e_jardim,1,129.0
PB,moveis_cozinha_area_de_servico_jantar_e_jardim,1,409.0
PA,moveis_cozinha_area_de_servico_jantar_e_jardim,1,48.9
PE,climatizacao,2,138.45
SP,climatizacao,138,166.1205797101449
RS,climatizacao,15,113.47933333333334
BA,climatizacao,6,138.81
GO,climatizacao,7,134.41285714285715
MG,climatizacao,21,214.52428571428572
RJ,climatizacao,68,238.75588235294117
MA,climatizacao,1,199.0
DF,climatizacao,3,156.0
PR,climatizacao,14,264.73785714285714
CE,climatizacao,2,223.07999999999998
AL,climatizacao,1,540.0
PI,climatizacao,3,156.29999999999998
ES,climatizacao,5,142.18
MT,climatizacao,5,117.16
PB,climatizacao,1,35.9
AM,climatizacao,1,89.0
SC,climatizacao,4,149.9
BA,alimentos_bebidas,8,68.8025
RJ,alimentos_bebidas,56,58.78625
SP,alimentos_bebidas,140,49.14842857142857
PR,alimentos_bebidas,18,41.126666666666665
MA,alimentos_bebidas,3,47.660000000000004
ES,alimentos_bebidas,7,44.42857142857143
CE,alimentos_bebidas,4,72.965
DF,alimentos_bebidas,4,77.6975
PI,alimentos_bebidas,1,215.56
PE,alimentos_bebidas,6,139.50166666666667
MS,alimentos_bebidas,1,18.6
MG,alimentos_bebidas,26,73.61153846153846
RS,alimentos_bebidas,6,41.5
AL,alimentos_bebidas,1,44.06
SC,alimentos_bebidas,3,30.23333333333333
PA,alimentos_bebidas,1,64.6
SE,alimentos_bebidas,1,119.9
RN,alimentos_bebidas,4,89.0125
RS,fashion_calcados,10,74.28
CE,fashion_calcados,3,83.23333333333333
SP,fashion_calcados,96,78.46979166666667
MG,fashion_calcados,43,74.29023255813954
RJ,fashion_calcados,31,80.51322580645162
ES,fashion_calcados,5,156.06
PE,fashion_calcados,11,111.03818181818183
PR,fashion_calcados,20,51.141000000000005
MA,fashion_calcados,1,27.9
SC,fashion_calcados,7,107.15714285714286
PA,fashion_calcados,4,135.6
GO,fashion_calcados,7,146.04285714285714
DF,fashion_calcados,8,137.81125
BA,fashion_calcados,8,118.775
PI,fashion_calcados,1,199.7
MS,fashion_calcados,4,136.5
AC,fashion_calcados,2,147.8
RN,fashion_calcados,2,199.7
AL,fashion_calcados,3,115.47333333333331
MT,fashion_calcados,3,159.5
TO,fashion_calcados,1,199.7
RO,fashion_calcados,1,169.79
PB,fashion_calcados,2,71.82
MG,livros_tecnicos,30,64.2
SP,livros_tecnicos,114,65.87535087719299
MS,livros_tecnicos,4,42.7125
MT,livros_tecnicos,5,60.257999999999996
SC,livros_tecnicos,10,97.523
RJ,livros_tecnicos,28,56.48857142857143
BA,livros_tecnicos,11,75.94727272727272
DF,livros_tecnicos,6,114.625
PR,livros_tecnicos,15,117.63000000000001
CE,livros_tecnicos,3,85.33333333333333
ES,livros_tecnicos,14,81.32857142857142
RS,livros_tecnicos,12,76.13
PE,livros_tecnicos,4,78.3475
PI,livros_tecnicos,2,60.0
MA,livros_tecnicos,3,35.26333333333333
PA,livros_tecnicos,2,74.445
RN,livros_tecnicos,1,65.0
TO,livros_tecnicos,2,102.3
GO,livros_tecnicos,3,65.55
SP,industria_comercio_e_negocios,129,144.64108527131785
PR,industria_comercio_e_negocios,13,101.37461538461538
RJ,industria_comercio_e_negocios,29,112.57241379310345
PI,industria_comercio_e_negocios,3,291.43333333333334
AL,industria_comercio_e_negocios,1,199.0
RS,industria_comercio_e_negocios,24,134.31208333333333
SC,industria_comercio_e_negocios,15,93.392
MG,industria_comercio_e_negocios,17,98.58588235294118
GO,industria_comercio_e_negocios,5,262.428
CE,industria_comercio_e_negocios,2,124.0
MA,industria_comercio_e_negocios,1,125.0
PB,industria_comercio_e_negocios,3,1107.3233333333333
BA,industria_comercio_e_negocios,5,93.0
PE,industria_comercio_e_negocios,4,382.225
TO,industria_comercio_e_negocios,1,69.0
ES,industria_comercio_e_negocios,2,68.0
MT,industria_comercio_e_negocios,3,93.66666666666667
DF,industria_comercio_e_negocios,6,212.0
SE,industria_comercio_e_negocios,3,84.0
RO,industria_comercio_e_negocios,1,79.9
RN,industria_comercio_e_negocios,1,150.0
MS,industria_comercio_e_negocios,1,89.9
SP,telefonia_fixa,120,134.411
RS,telefonia_fixa,19,127.61894736842106
RJ,telefonia_fixa,38,552.1439473684211
PE,telefonia_fixa,3,29.959999999999997
AL,telefonia_fixa,5,154.372
CE,telefonia_fixa,4,92.4475
BA,telefonia_fixa,12,344.3183333333333
MG,telefonia_fixa,16,77.100625
SE,telefonia_fixa,2,34.99
PR,telefonia_fixa,6,46.61333333333334
TO,telefonia_fixa,2,695.495
PB,telefonia_fixa,5,369.158
PI,telefonia_fixa,2,155.0
ES,telefonia_fixa,10,833.677
SC,telefonia_fixa,7,273.84000000000003
AM,telefonia_fixa,1,19.99
AP,telefonia_fixa,6,38.82333333333333
DF,telefonia_fixa,3,24.326666666666664
MA,telefonia_fixa,1,90.0
MS,telefonia_fixa,1,32.99
GO,telefonia_fixa,6,68.29666666666667
SC,eletrodomesticos_2,17,469.96352941176474
SP,eletrodomesticos_2,102,351.9672549019608
RJ,eletrodomesticos_2,48,630.385625
CE,eletrodomesticos_2,3,884.6333333333333
PR,eletrodomesticos_2,16,459.98875000000004
MG,eletrodomesticos_2,21,310.92047619047617
ES,eletrodomesticos_2,3,383.33
RS,eletrodomesticos_2,12,900.015
MS,eletrodomesticos_2,4,192.4225
BA,eletrodomesticos_2,6,342.2966666666666
PE,eletrodomesticos_2,2,479.995
GO,eletrodomesticos_2,3,512.6333333333333
DF,eletrodomesticos_2,5,546.78
AL,eletrodomesticos_2,2,1172.5
MT,eletrodomesticos_2,3,271.93
RN,eletrodomesticos_2,2,719.95
SE,eletrodomesticos_2,1,119.99
TO,eletrodomesticos_2,16,412.928125
PI,eletrodomesticos_2,1,599.5
AM,eletrodomesticos_2,1,540.0
MT,agro_industria_e_comercio,2,265.0
MS,agro_industria_e_comercio,3,175.63
SP,agro_industria_e_comercio,118,300.110593220339
PR,agro_industria_e_comercio,12,408.6275
BA,agro_industria_e_comercio,5,451.4
MG,agro_industria_e_comercio,22,593.954090909091
PE,agro_industria_e_comercio,5,1122.384
RJ,agro_industria_e_comercio,44,214.56454545454545
PB,agro_industria_e_comercio,2,264.495
RS,agro_industria_e_comercio,9,350.6588888888889
PI,agro_industria_e_comercio,3,106.32666666666667
AL,agro_industria_e_comercio,1,1476.3
AP,agro_industria_e_comercio,1,589.99
ES,agro_industria_e_comercio,2,221.15
GO,agro_industria_e_comercio,7,328.34142857142854
CE,agro_industria_e_comercio,6,75.48333333333333
SC,agro_industria_e_comercio,3,356.66
MA,agro_industria_e_comercio,1,559.99
PA,agro_industria_e_comercio,2,554.99
RO,agro_industria_e_comercio,4,22.0
SP,construcao_ferramentas_jardim,100,75.0715
RJ,construcao_ferramentas_jardim,40,163.42874999999998
MG,construcao_ferramentas_jardim,34,79.43764705852942
PR,construcao_ferramentas_jardim,6,108.09833333333334
GO,construcao_ferramentas_jardim,7,56.67142857142857
SC,construcao_ferramentas_jardim,5,46.839999999999996
RS,construcao_ferramentas_jardim,7,144.71142857142857
DF,construcao_ferramentas_jardim,5,82.14000000000001
CE,construcao_ferramentas_jardim,8,248.5
BA,construcao_ferramentas_jardim,8,196.17375
PE,construcao_ferramentas_jardim,7,162.92000000000002
PB,construcao_ferramentas_jardim,1,599.9
PI,construcao_ferramentas_jardim,4,75.075
RO,construcao_ferramentas_jardim,2,50.185
MS,construcao_ferramentas_jardim,2,90.495
PA,construcao_ferramentas_jardim,1,139.9
ES,construcao_ferramentas_jardim,5,97.96000000000001
RN,construcao_ferramentas_jardim,3,54.56666666666666
AM,construcao_ferramentas_jardim,2,66.4
SP,artes,105,143.26838095238097
RJ,artes,35,91.51114285714286
RS,artes,9,67.93777777777777
PR,artes,9,78.97999999999999
MG,artes,19,75.87052631578948
PB,artes,1,110.99
BA,artes,10,89.89500000000001
DF,artes,6,94.29833333333333
MS,artes,1,129.99
RO,artes,2,74.32
GO,artes,4,102.3925
ES,artes,1,49.9
SC,artes,6,70.365
AP,artes,1,99.99
PA,artes,2,84.945
MT,artes,1,69.99
AM,artes,1,58.35
PI,artes,2,110.99
PE,artes,1,110.99
RN,artes,1,79.99
MG,pcs,20,1120.5
DF,pcs,7,1540.9985714285715
PR,pcs,4,1669.245
GO,pcs,7,751.4242857142857
BA,pcs,25,841.7596000000001
SP,pcs,68,1065.305294117647
SE,pcs,2,1250.0
SC,pcs,6,1211.6633333333332
MT,pcs,2,1444.995
CE,pcs,7,1219.1128571428574
PB,pcs,5,1693.6
PI,pcs,4,799.995
RJ,pcs,23,1011.3239130434783
RS,pcs,7,1135.412857142857
ES,pcs,2,664.5
PE,pcs,10,959.6969999999999
MA,pcs,5,1357.396
MS,pcs,1,599.0
RO,pcs,2,1249.95
PA,pcs,4,829.75
AL,pcs,2,1024.995
AC,pcs,1,1200.0
AP,pcs,1,1437.0
TO,pcs,1,1200.0
AM,pcs,1,1340.0
SC,sinalizacao_e_seguranca,10,61.25
SP,sinalizacao_e_seguranca,94,83.99180851063831
PR,sinalizacao_e_seguranca,5,69.474
ES,sinalizacao_e_seguranca,6,143.31666666666666
RJ,sinalizacao_e_seguranca,19,122.60736842105263
SE,sinalizacao_e_seguranca,2,84.99
BA,sinalizacao_e_seguranca,6,120.97333333333331
RN,sinalizacao_e_seguranca,1,75.0
MG,sinalizacao_e_seguranca,11,68.58636363636364
RS,sinalizacao_e_seguranca,17,81.90882352941176
PE,sinalizacao_e_seguranca,2,38.9
PB,sinalizacao_e_seguranca,6,175.0
GO,sinalizacao_e_seguranca,6,178.5566666666667
MS,sinalizacao_e_seguranca,1,358.0
MT,sinalizacao_e_seguranca,6,486.5666667
DF,sinalizacao_e_seguranca,4,156.5075
PA,sinalizacao_e_seguranca,3,49.9
SC,construcao_ferramentas_seguranca,14,232.46714285714285
GO,construcao_ferramentas_seguranca,7,88.91428571428571
SP,construcao_ferramentas_seguranca,69,216.18347826086955
MG,construcao_ferramentas_seguranca,29,260.23310344827587
BA,construcao_ferramentas_seguranca,7,340.7042857142857
RS,construcao_ferramentas_seguranca,8,142.15125
RJ,construcao_ferramentas_seguranca,16,169.214375
MT,construcao_ferramentas_seguranca,4,265.89750000000004
PB,construcao_ferramentas_seguranca,8,73.7375
PR,construcao_ferramentas_seguranca,18,121.36166666666665
RN,construcao_ferramentas_seguranca,1,138.9
PE,construcao_ferramentas_seguranca,4,254.04500000000002
CE,construcao_ferramentas_seguranca,5,176.526
DF,construcao_ferramentas_seguranca,3,173.39333333333335
SE,construcao_ferramentas_seguranca,1,77.9
MS,construcao_ferramentas_seguranca,2,1092.945
RO,construcao_ferramentas_seguranca,1,339.9
SC,artigos_de_natal,14,64.15142857142857
DF,artigos_de_natal,8,38.9
SP,artigos_de_natal,52,41.73076923076923
MT,artigos_de_natal,1,79.9
PE,artigos_de_natal,4,93.1125
BA,artigos_de_natal,10,70.321
MG,artigos_de_natal,19,66.9121052631579
PR,artigos_de_natal,6,31.69333333333333
AC,artigos_de_natal,1,69.9
RJ,artigos_de_natal,15,41.02133333333334
CE,artigos_de_natal,2,79.9
RN,artigos_de_natal,1,19.83
RS,artigos_de_natal,6,80.81666666666668
MA,artigos_de_natal,1,116.9
MS,artigos_de_natal,2,17.8
ES,artigos_de_natal,1,116.9
GO,artigos_de_natal,3,120.56666666666668
RO,artigos_de_natal,2,69.45
RJ,fashion_roupa_masculina,16,77.623125
SP,fashion_roupa_masculina,61,73.1783606557377
MA,fashion_roupa_masculina,1,59.9
PR,fashion_roupa_masculina,13,91.63615384615385
PA,fashion_roupa_masculina,2,128.445
GO,fashion_roupa_masculina,3,102.86666666666667
MG,fashion_roupa_masculina,20,76.8365
RS,fashion_roupa_masculina,9,70.97666666666666
BA,fashion_roupa_masculina,13,93.87692307692308
ES,fashion_roupa_masculina,2,125.4
SC,fashion_roupa_masculina,2,44.945
MT,fashion_roupa_masculina,1,147.5
CE,fashion_roupa_masculina,1,29.99
SP,fashion_underwear_e_moda_praia,65,65.68846153846154
PR,fashion_underwear_e_moda_praia,6,44.26333333333333
MG,fashion_underwear_e_moda_praia,18,59.48888888888889
BA,fashion_underwear_e_moda_praia,7,102.65714285714286
GO,fashion_underwear_e_moda_praia,6,86.26666666666667
MS,fashion_underwear_e_moda_praia,3,147.29999999999998
RJ,fashion_underwear_e_moda_praia,17,79.96882352941176
RS,fashion_underwear_e_moda_praia,3,132.6
SC,fashion_underwear_e_moda_praia,8,45.9
PA,fashion_underwear_e_moda_praia,3,60.56666666666666
ES,fashion_underwear_e_moda_praia,1,110.0
DF,fashion_underwear_e_moda_praia,2,73.075
PE,fashion_underwear_e_moda_praia,2,100.95
MT,fashion_underwear_e_moda_praia,1,79.9
PI,fashion_underwear_e_moda_praia,1,152.0
PR,moveis_quarto,9,32.586666666666666
SP,moveis_quarto,56,191.1242857142857
RJ,moveis_quarto,32,147.43625
RN,moveis_quarto,3,84.0
MS,moveis_quarto,1,179.0
PE,moveis_quarto,1,129.0
MG,moveis_quarto,7,319.6857142857143
BA,moveis_quarto,4,166.75
SC,moveis_quarto,3,267.6666666666667
SE,moveis_quarto,2,134.99
RS,moveis_quarto,3,228.33333333333334
ES,moveis_quarto,1,99.9
DF,moveis_quarto,1,510.0
GO,moveis_quarto,1,159.0
MT,moveis_quarto,2,234.9
SP,construcao_ferramentas_ferramentas,32,210.7296875
RJ,construcao_ferramentas_ferramentas,9,119.18666666666667
MG,construcao_ferramentas_ferramentas,19,97.84736842105262
RS,construcao_ferramentas_ferramentas,9,127.03333333333333
GO,construcao_ferramentas_ferramentas,7,361.35714285714283
SC,construcao_ferramentas_ferramentas,5,99.12
BA,construcao_ferramentas_ferramentas,5,117.94000000000001
PR,construcao_ferramentas_ferramentas,6,34.53
CE,construcao_ferramentas_ferramentas,1,93.0
ES,construcao_ferramentas_ferramentas,4,128.4975
MT,construcao_ferramentas_ferramentas,1,190.0
PB,construcao_ferramentas_ferramentas,1,309.0
MS,construcao_ferramentas_ferramentas,1,6.8
PE,construcao_ferramentas_ferramentas,1,190.0
