customer_state,product_category_name,cluster,Count_state,Count_cluster,Average Price per state
RN,construcao_ferramentas_seguranca,0,1,129,138.9
RO,construcao_ferramentas_seguranca,2,1,44,339.9
RS,construcao_ferramentas_seguranca,0,8,129,142.15125
RS,construcao_ferramentas_seguranca,3,8,16,142.15125
SC,construcao_ferramentas_seguranca,0,14,129,232.46714285714285
SC,construcao_ferramentas_seguranca,2,14,44,232.46714285714285
SC,construcao_ferramentas_seguranca,3,14,16,232.46714285714285
SE,construcao_ferramentas_seguranca,0,1,129,77.9
SP,construcao_ferramentas_seguranca,0,69,129,216.18347826086955
SP,construcao_ferramentas_seguranca,1,69,7,216.18347826086955
SP,construcao_ferramentas_seguranca,2,69,44,216.18347826086955
SP,construcao_ferramentas_seguranca,3,69,16,216.18347826086955
AC,cool_stuff,4,1,2443,99.99
AL,cool_stuff,0,19,1155,150.5742105263158
AL,cool_stuff,2,19,315,150.5742105263158
AL,cool_stuff,4,19,2443,150.5742105263158
AM,cool_stuff,0,4,1155,159.72
AM,cool_stuff,4,4,2443,159.72
AP,cool_stuff,0,2,1155,157.0
AP,cool_stuff,4,2,2443,157.0
BA,cool_stuff,0,161,1155,169.19372670807454
BA,cool_stuff,1,161,4,169.19372670807454
BA,cool_stuff,2,161,315,169.19372670807454
BA,cool_stuff,4,161,2443,169.19372670807454
CE,cool_stuff,0,49,1155,245.62081632653062
CE,cool_stuff,2,49,315,245.62081632653062
CE,cool_stuff,3,49,44,245.62081632653062
CE,cool_stuff,4,49,2443,245.62081632653062
DF,cool_stuff,0,83,1155,153.00192771084338
DF,cool_stuff,2,83,315,153.00192771084338
DF,cool_stuff,4,83,2443,153.00192771084338
ES,cool_stuff,0,70,1155,162.06742857142856
ES,cool_stuff,2,70,315,162.06742857142856
ES,cool_stuff,4,70,2443,162.06742857142856
GO,cool_stuff,0,101,1155,223.4471287128713
GO,cool_stuff,1,101,4,223.4471287128713
GO,cool_stuff,2,101,315,223.4471287128713
GO,cool_stuff,3,101,44,223.4471287128713
GO,cool_stuff,4,101,2443,223.4471287128713
MA,cool_stuff,0,35,1155,218.58228571428572
MA,cool_stuff,3,35,44,218.58228571428572
MA,cool_stuff,4,35,2443,218.58228571428572
MG,cool_stuff,0,472,1155,156.72449152542373
MG,cool_stuff,2,472,315,156.72449152542373
MG,cool_stuff,3,472,44,156.72449152542373
MG,cool_stuff,4,472,2443,156.72449152542373
MS,cool_stuff,0,29,1155,243.92931034482757
MS,cool_stuff,2,29,315,243.92931034482757
MS,cool_stuff,3,29,44,243.92931034482757
MS,cool_stuff,4,29,2443,243.92931034482757
MT,cool_stuff,0,46,1155,161.05478260869566
MT,cool_stuff,2,46,315,161.05478260869566
MT,cool_stuff,4,46,2443,161.05478260869566
PA,cool_stuff,0,48,1155,151.52270833333333
PA,cool_stuff,2,48,315,151.52270833333333
PA,cool_stuff,4,48,2443,151.52270833333333
PB,cool_stuff,0,23,1155,205.6591304347826
PB,cool_stuff,2,23,315,205.6591304347826
PB,cool_stuff,4,23,2443,205.6591304347826
PE,cool_stuff,0,83,1155,175.76156626506025
PE,cool_stuff,2,83,315,175.76156626506025
PE,cool_stuff,4,83,2443,175.76156626506025
PI,cool_stuff,0,21,1155,172.18428571428572
PI,cool_stuff,2,21,315,172.18428571428572
PI,cool_stuff,4,21,2443,172.18428571428572
PR,cool_stuff,0,227,1155,169.45687224669604
PR,cool_stuff,2,227,315,169.45687224669604
PR,cool_stuff,3,227,44,169.45687224669604
PR,cool_stuff,4,227,2443,169.45687224669604
RJ,cool_stuff,0,531,1155,158.7896233521657
RJ,cool_stuff,2,531,315,158.7896233521657
RJ,cool_stuff,4,531,2443,158.7896233521657
RN,cool_stuff,0,21,1155,183.82285714285715
RN,cool_stuff,2,21,315,183.82285714285715
RN,cool_stuff,4,21,2443,183.82285714285715
RO,cool_stuff,0,13,1155,187.7030769230769
RO,cool_stuff,4,13,2443,187.7030769230769
RR,cool_stuff,4,2,2443,64.99
RS,cool_stuff,0,279,1155,175.00931899641577
RS,cool_stuff,2,279,315,175.00931899641577
RS,cool_stuff,3,279,44,175.00931899641577
RS,cool_stuff,4,279,2443,175.00931899641577
SC,cool_stuff,0,167,1155,179.45838323347306
SC,cool_stuff,2,167,315,179.45838323347306
SC,cool_stuff,3,167,44,179.45838323347306
SC,cool_stuff,4,167,2443,179.45838323347306
SE,cool_stuff,0,18,1155,337.0372222222222
SE,cool_stuff,2,18,315,337.0372222222222
SE,cool_stuff,4,18,2443,337.0372222222222
SP,cool_stuff,0,1440,1155,154.1369652777778
SP,cool_stuff,2,1440,315,154.1369652777778
SP,cool_stuff,3,1440,44,154.1369652777778
SP,cool_stuff,4,1440,2443,154.1369652777778
TO,cool_stuff,0,16,1155,214.338125
TO,cool_stuff,2,16,315,214.338125
TO,cool_stuff,4,16,2443,214.338125
AL,eletrodomesticos,4,3,597,68.85000000000001
AM,eletrodomesticos,0,2,188,95.4
AM,eletrodomesticos,4,2,597,95.4
BA,eletrodomesticos,0,41,188,68.0680487804878
BA,eletrodomesticos,4,41,597,68.0680487804878
CE,eletrodomesticos,0,7,188,240.12857142857143
CE,eletrodomesticos,1,7,14,240.12857142857143
CE,eletrodomesticos,4,7,597,240.12857142857143
DF,eletrodomesticos,0,16,188,113.214375
DF,eletrodomesticos,2,16,21,113.214375
DF,eletrodomesticos,4,16,597,113.214375
ES,eletrodomesticos,0,15,188,74.73066666666666
ES,eletrodomesticos,4,15,597,74.73066666666666
GO,eletrodomesticos,0,14,188,51.019999999999996
GO,eletrodomesticos,4,14,597,51.019999999999996
MA,eletrodomesticos,2,3,21,432.59999999999997
MA,eletrodomesticos,4,3,597,432.59999999999997
MG,eletrodomesticos,0,96,188,64.50229166666666
MG,eletrodomesticos,2,96,21,64.50229166666666
MG,eletrodomesticos,4,96,597,64.50229166666666
MS,eletrodomesticos,4,8,597,40.30625
MT,eletrodomesticos,0,9,188,116.91000000000001
MT,eletrodomesticos,4,9,597,116.91000000000001
PA,eletrodomesticos,0,10,188,65.05499999999999
PA,eletrodomesticos,4,10,597,65.05499999999999
PB,eletrodomesticos,0,2,188,1155.0
PB,eletrodomesticos,3,2,3,1155.0
PE,eletrodomesticos,4,5,597,47.53
PI,eletrodomesticos,0,4,188,77.125
PI,eletrodomesticos,4,4,597,77.125
PR,eletrodomesticos,0,48,188,128.47708333333333
PR,eletrodomesticos,1,48,14,128.47708333333333
PR,eletrodomesticos,2,48,21,128.47708333333333
PR,eletrodomesticos,4,48,597,128.47708333333333
RJ,eletrodomesticos,0,94,188,99.71308510638299
RJ,eletrodomesticos,1,94,14,99.71308510638299
RJ,eletrodomesticos,2,94,21,99.71308510638299
RJ,eletrodomesticos,4,94,597,99.71308510638299
RN,eletrodomesticos,0,2,188,217.125
RO,eletrodomesticos,0,2,188,130.79
RO,eletrodomesticos,4,2,597,130.79
RR,eletrodomesticos,0,3,188,318.06
RR,eletrodomesticos,2,3,21,318.06
RS,eletrodomesticos,0,45,188,143.8062222222222
RS,eletrodomesticos,1,45,14,143.8062222222222
RS,eletrodomesticos,2,45,21,143.8062222222222
RS,eletrodomesticos,4,45,597,143.8062222222222
SC,eletrodomesticos,0,26,188,118.2503846153846
SC,eletrodomesticos,4,26,597,118.2503846153846
SE,eletrodomesticos,4,1,597,80.0
SP,eletrodomesticos,0,366,188,101.76554644808743
SP,eletrodomesticos,1,366,14,101.76554644808743
SP,eletrodomesticos,2,366,21,101.76554644808743
SP,eletrodomesticos,3,366,3,101.76554644808743
SP,eletrodomesticos,4,366,597,101.76554644808743
TO,eletrodomesticos,0,1,188,143.75
AL,eletrodomesticos_2,0,2,72,1172.5
AL,eletrodomesticos_2,4,2,20,1172.5
AM,eletrodomesticos_2,0,1,72,540.0
BA,eletrodomesticos_2,0,6,72,342.2966666666666
BA,eletrodomesticos_2,3,6,137,342.2966666666666
BA,eletrodomesticos_2,4,6,20,342.2966666666666
CE,eletrodomesticos_2,0,3,72,884.6333333333333
CE,eletrodomesticos_2,3,3,137,884.6333333333333
CE,eletrodomesticos_2,4,3,20,884.6333333333333
DF,eletrodomesticos_2,0,5,72,546.78
DF,eletrodomesticos_2,3,5,137,546.78
ES,eletrodomesticos_2,0,3,72,383.33
ES,eletrodomesticos_2,3,3,137,383.33
GO,eletrodomesticos_2,0,3,72,512.6333333333333
GO,eletrodomesticos_2,3,3,137,512.6333333333333
MG,eletrodomesticos_2,0,21,72,310.92047619047617
MG,eletrodomesticos_2,2,21,25,310.92047619047617
MG,eletrodomesticos_2,3,21,137,310.92047619047617
MS,eletrodomesticos_2,0,4,72,192.4225
MS,eletrodomesticos_2,3,4,137,192.4225
MT,eletrodomesticos_2,0,3,72,271.93
MT,eletrodomesticos_2,3,3,137,271.93
PE,eletrodomesticos_2,0,2,72,479.995
PE,eletrodomesticos_2,3,2,137,479.995
PI,eletrodomesticos_2,0,1,72,599.5
PR,eletrodomesticos_2,0,16,72,459.98875000000004
PR,eletrodomesticos_2,2,16,25,459.98875000000004
PR,eletrodomesticos_2,3,16,137,459.98875000000004
PR,eletrodomesticos_2,4,16,20,459.98875000000004
RJ,eletrodomesticos_2,0,48,72,630.385625
RJ,eletrodomesticos_2,2,48,25,630.385625
RJ,eletrodomesticos_2,3,48,137,630.385625
RJ,eletrodomesticos_2,4,48,20,630.385625
RN,eletrodomesticos_2,0,2,72,719.95
RS,eletrodomesticos_2,0,12,72,900.015
RS,eletrodomesticos_2,2,12,25,900.015
RS,eletrodomesticos_2,3,12,137,900.015
RS,eletrodomesticos_2,4,12,20,900.015
SC,eletrodomesticos_2,0,17,72,469.96352941176474
SC,eletrodomesticos_2,3,17,137,469.96352941176474
SC,eletrodomesticos_2,4,17,20,469.96352941176474
SE,eletrodomesticos_2,3,1,137,119.99
SP,eletrodomesticos_2,0,102,72,351.9672549019608
SP,eletrodomesticos_2,2,102,25,351.9672549019608
SP,eletrodomesticos_2,3,102,137,351.9672549019608
SP,eletrodomesticos_2,4,102,20,351.9672549019608
TO,eletrodomesticos_2,0,16,72,412.928125
TO,eletrodomesticos_2,1,16,14,412.928125
TO,eletrodomesticos_2,3,16,137,412.928125
AC,eletronicos,0,4,458,121.8875
AC,eletronicos,2,4,2196,121.8875
AL,eletronicos,2,14,2196,24.611428571428572
AM,eletronicos,2,4,2196,14.7375
AP,eletronicos,0,4,458,151.8875
AP,eletronicos,2,4,2196,151.8875
AP,eletronicos,3,4,115,151.8875
BA,eletronicos,0,110,458,60.518454545454546
BA,eletronicos,2,110,2196,60.518454545454546
BA,eletronicos,3,110,115,60.518454545454546
BA,eletronicos,4,110,44,60.518454545454546
CE,eletronicos,0,46,458,81.93260869565218
CE,eletronicos,2,46,2196,81.93260869565218
CE,eletronicos,3,46,115,81.93260869565218
DF,eletronicos,0,51,458,48.19686274509804
DF,eletronicos,2,51,2196,48.19686274509804
ES,eletronicos,0,82,458,47.591219512195124
ES,eletronicos,2,82,2196,47.591219512195124
ES,eletronicos,3,82,115,47.591219512195124
GO,eletronicos,0,34,458,25.669117647058822
GO,eletronicos,2,34,2196,25.669117647058822
MA,eletronicos,0,13,458,29.45307692307692
MA,eletronicos,2,13,2196,29.45307692307692
MG,eletronicos,0,301,458,70.45661129568106
MG,eletronicos,1,301,14,70.45661129568106
MG,eletronicos,2,301,2196,70.45661129568106
MG,eletronicos,3,301,115,70.45661129568106
MG,eletronicos,4,301,44,70.45661129568106
MS,eletronicos,0,23,458,71.43130434782609
MS,eletronicos,2,23,2196,71.43130434782609
MS,eletronicos,3,23,115,71.43130434782609
MT,eletronicos,0,26,458,37.91000000038461
MT,eletronicos,2,26,2196,37.91000000038461
PA,eletronicos,0,28,458,102.71000000000001
PA,eletronicos,2,28,2196,102.71000000000001
PA,eletronicos,3,28,115,102.71000000000001
PA,eletronicos,4,28,44,102.71000000000001
PB,eletronicos,0,14,458,184.88714285714286
PB,eletronicos,1,14,14,184.88714285714286
PB,eletronicos,2,14,2196,184.88714285714286
PE,eletronicos,0,39,458,49.69384615384615
PE,eletronicos,2,39,2196,49.69384615384615
PI,eletronicos,0,23,458,63.68391304347826
PI,eletronicos,2,23,2196,63.68391304347826
PI,eletronicos,3,23,115,63.68391304347826
PR,eletronicos,0,187,458,59.91663101604278
PR,eletronicos,1,187,14,59.91663101604278
PR,eletronicos,2,187,2196,59.91663101604278
PR,eletronicos,3,187,115,59.91663101604278
RJ,eletronicos,0,444,458,61.876126126126124
RJ,eletronicos,1,444,14,61.876126126126124
RJ,eletronicos,2,444,2196,61.876126126126124
RJ,eletronicos,3,444,115,61.876126126126124
RJ,eletronicos,4,444,44,61.876126126126124
RN,eletronicos,0,14,458,26.315714285714282
RN,eletronicos,2,14,2196,26.315714285714282
RO,eletronicos,0,6,458,40.875
RO,eletronicos,2,6,2196,40.875
RR,eletronicos,2,2,2196,13.65
RS,eletronicos,0,168,458,54.044642857142854
RS,eletronicos,2,168,2196,54.044642857142854
RS,eletronicos,3,168,115,54.044642857142854
RS,eletronicos,4,168,44,54.044642857142854
SC,eletronicos,0,125,458,48.15896
SC,eletronicos,2,125,2196,48.15896
SC,eletronicos,3,125,115,48.15896
SC,eletronicos,4,125,44,48.15896
SE,eletronicos,0,19,458,58.202105263157904
SE,eletronicos,2,19,2196,58.202105263157904
SE,eletronicos,3,19,115,58.202105263157904
SP,eletronicos,0,1039,458,52.93538017322425
SP,eletronicos,1,1039,14,52.93538017322425
SP,eletronicos,2,1039,2196,52.93538017322425
SP,eletronicos,3,1039,115,52.93538017322425
SP,eletronicos,4,1039,44,52.93538017322425
TO,eletronicos,2,7,2196,21.18285714285714
AC,eletroportateis,0,1,557,54.0
BA,eletroportateis,0,19,557,205.6242105263158
BA,eletroportateis,1,19,30,205.6242105263158
CE,eletroportateis,0,8,557,630.41125
CE,eletroportateis,1,8,30,630.41125
CE,eletroportateis,3,8,107,630.41125
DF,eletroportateis,0,25,557,637.4051999999999
DF,eletroportateis,3,25,107,637.4051999999999
DF,eletroportateis,4,25,2,637.4051999999999
ES,eletroportateis,0,3,557,222.91666666666666
ES,eletroportateis,3,3,107,222.91666666666666
GO,eletroportateis,0,11,557,243.62545454545455
GO,eletroportateis,3,11,107,243.62545454545455
MA,eletroportateis,0,2,557,131.45
MG,eletroportateis,0,66,557,265.86348484848486
MG,eletroportateis,1,66,30,265.86348484848486
MG,eletroportateis,3,66,107,265.86348484848486
MS,eletroportateis,0,7,557,42.458571428571425
MT,eletroportateis,0,8,557,437.8625
MT,eletroportateis,3,8,107,437.8625
PA,eletroportateis,0,9,557,374.02777777777777
PA,eletroportateis,3,9,107,374.02777777777777
PB,eletroportateis,0,5,557,452.27199999999993
PB,eletroportateis,3,5,107,452.27199999999993
PE,eletroportateis,0,3,557,260.63
PE,eletroportateis,3,3,107,260.63
PR,eletroportateis,0,42,557,267.07952380952383
PR,eletroportateis,1,42,30,267.07952380952383
PR,eletroportateis,3,42,107,267.07952380952383
RJ,eletroportateis,0,96,557,318.5072916666667
RJ,eletroportateis,1,96,30,318.5072916666667
RJ,eletroportateis,2,96,2,318.5072916666667
RJ,eletroportateis,3,96,107,318.5072916666667
RN,eletroportateis,0,5,557,94.99199999999999
RO,eletroportateis,0,1,557,99.9
RS,eletroportateis,0,48,557,356.30625000000003
RS,eletroportateis,1,48,30,356.30625000000003
RS,eletroportateis,3,48,107,356.30625000000003
SC,eletroportateis,0,27,557,315.59407407407406
SC,eletroportateis,1,27,30,315.59407407407406
SC,eletroportateis,3,27,107,315.59407407407406
SE,eletroportateis,0,3,557,495.56666666666666
SE,eletroportateis,3,3,107,495.56666666666666
SP,eletroportateis,0,309,557,238.7236569579288
SP,eletroportateis,1,309,30,238.7236569579288
SP,eletroportateis,2,309,2,238.7236569579288
SP,eletroportateis,3,309,107,238.7236569579288
AC,esporte_lazer,0,9,1829,186.38444444444445
AC,esporte_lazer,2,9,305,186.38444444444445
AC,esporte_lazer,4,9,6729,186.38444444444445
AL,esporte_lazer,0,34,1829,116.63764705882352
AL,esporte_lazer,4,34,6729,116.63764705882352
AM,esporte_lazer,0,14,1829,109.10714285714286
AM,esporte_lazer,4,14,6729,109.10714285714286
AP,esporte_lazer,0,8,1829,110.96125
AP,esporte_lazer,4,8,6729,110.96125
BA,esporte_lazer,0,307,1829,131.044332247557
BA,esporte_lazer,2,307,305,131.044332247557
BA,esporte_lazer,3,307,60,131.044332247557
BA,esporte_lazer,4,307,6729,131.044332247557
CE,esporte_lazer,0,94,1829,113.49212765957446
CE,esporte_lazer,2,94,305,113.49212765957446
CE,esporte_lazer,4,94,6729,113.49212765957446
DF,esporte_lazer,0,227,1829,101.86629955947137
DF,esporte_lazer,2,227,305,101.86629955947137
DF,esporte_lazer,4,227,6729,101.86629955947137
ES,esporte_lazer,0,179,1829,113.76307262569833
ES,esporte_lazer,2,179,305,113.76307262569833
ES,esporte_lazer,4,179,6729,113.76307262569833
GO,esporte_lazer,0,172,1829,119.95325581395349
GO,esporte_lazer,2,172,305,119.95325581395349
GO,esporte_lazer,3,172,60,119.95325581395349
GO,esporte_lazer,4,172,6729,119.95325581395349
MA,esporte_lazer,0,65,1829,131.32399999999998
MA,esporte_lazer,2,65,305,131.32399999999998
MA,esporte_lazer,3,65,60,131.32399999999998
MA,esporte_lazer,4,65,6729,131.32399999999998
MG,esporte_lazer,0,1004,1829,115.3496912350498
MG,esporte_lazer,1,1004,17,115.3496912350498
MG,esporte_lazer,2,1004,305,115.3496912350498
MG,esporte_lazer,3,1004,60,115.3496912350498
MG,esporte_lazer,4,1004,6729,115.3496912350498
MS,esporte_lazer,0,82,1829,119.46451219512196
MS,esporte_lazer,2,82,305,119.46451219512196
MS,esporte_lazer,3,82,60,119.46451219512196
MS,esporte_lazer,4,82,6729,119.46451219512196
MT,esporte_lazer,0,77,1829,125.23272727272727
MT,esporte_lazer,3,77,60,125.23272727272727
MT,esporte_lazer,4,77,6729,125.23272727272727
PA,esporte_lazer,0,84,1829,146.83261904761906
PA,esporte_lazer,2,84,305,146.83261904761906
PA,esporte_lazer,4,84,6729,146.83261904761906
PB,esporte_lazer,0,35,1829,142.13485714285716
PB,esporte_lazer,2,35,305,142.13485714285716
PB,esporte_lazer,4,35,6729,142.13485714285716
PE,esporte_lazer,0,151,1829,135.43582781456954
PE,esporte_lazer,2,151,305,135.43582781456954
PE,esporte_lazer,3,151,60,135.43582781456954
PE,esporte_lazer,4,151,6729,135.43582781456954
PI,esporte_lazer,0,35,1829,163.87685714285712
PI,esporte_lazer,3,35,60,163.87685714285712
PI,esporte_lazer,4,35,6729,163.87685714285712
PR,esporte_lazer,0,490,1829,119.96420408163264
PR,esporte_lazer,2,490,305,119.96420408163264
PR,esporte_lazer,3,490,60,119.96420408163264
PR,esporte_lazer,4,490,6729,119.96420408163264
RJ,esporte_lazer,0,1082,1829,123.93158964879854
RJ,esporte_lazer,1,1082,17,123.93158964879854
RJ,esporte_lazer,2,1082,305,123.93158964879854
RJ,esporte_lazer,3,1082,60,123.93158964879854
RJ,esporte_lazer,4,1082,6729,123.93158964879854
RN,esporte_lazer,0,23,1829,181.7982608695652
RN,esporte_lazer,2,23,305,181.7982608695652
RN,esporte_lazer,4,23,6729,181.7982608695652
RO,esporte_lazer,0,21,1829,160.51809523809524
RO,esporte_lazer,2,21,305,160.51809523809524
RO,esporte_lazer,4,21,6729,160.51809523809524
RR,esporte_lazer,0,8,1829,168.825
RR,esporte_lazer,4,8,6729,168.825
RS,esporte_lazer,0,499,1829,111.15905811617235
RS,esporte_lazer,2,499,305,111.15905811617235
RS,esporte_lazer,3,499,60,111.15905811617235
RS,esporte_lazer,4,499,6729,111.15905811617235
SC,esporte_lazer,0,373,1829,121.98458445040214
SC,esporte_lazer,2,373,305,121.98458445040214
SC,esporte_lazer,3,373,60,121.98458445040214
SC,esporte_lazer,4,373,6729,121.98458445040214
SE,esporte_lazer,0,35,1829,89.05485714285714
SE,esporte_lazer,4,35,6729,89.05485714285714
SP,esporte_lazer,0,3806,1829,105.2717945349422
SP,esporte_lazer,1,3806,17,105.2717945349422
SP,esporte_lazer,2,3806,305,105.2717945349422
SP,esporte_lazer,3,3806,60,105.2717945349422
SP,esporte_lazer,4,3806,6729,105.2717945349422
TO,esporte_lazer,0,26,1829,212.82
TO,esporte_lazer,2,26,305,212.82
TO,esporte_lazer,4,26,6729,212.82
AC,fashion_bolsas_e_acessorios,0,1,1636,89.9
AL,fashion_bolsas_e_acessorios,0,5,1636,52.739999999999995
AL,fashion_bolsas_e_acessorios,4,5,374,52.739999999999995
AM,fashion_bolsas_e_acessorios,3,1,24,699.99
BA,fashion_bolsas_e_acessorios,0,87,1636,85.8596551724138
BA,fashion_bolsas_e_acessorios,1,87,122,85.8596551724138
BA,fashion_bolsas_e_acessorios,3,87,24,85.8596551724138
BA,fashion_bolsas_e_acessorios,4,87,374,85.8596551724138
CE,fashion_bolsas_e_acessorios,0,32,1636,86.17281249999999
CE,fashion_bolsas_e_acessorios,1,32,122,86.17281249999999
CE,fashion_bolsas_e_acessorios,4,32,374,86.17281249999999
DF,fashion_bolsas_e_acessorios,0,50,1636,79.6396
DF,fashion_bolsas_e_acessorios,1,50,122,79.6396
DF,fashion_bolsas_e_acessorios,4,50,374,79.6396
ES,fashion_bolsas_e_acessorios,0,53,1636,73.43245283018868
ES,fashion_bolsas_e_acessorios,1,53,122,73.43245283018868
ES,fashion_bolsas_e_acessorios,4,53,374,73.43245283018868
GO,fashion_bolsas_e_acessorios,0,46,1636,69.79739130434783
GO,fashion_bolsas_e_acessorios,1,46,122,69.79739130434783
GO,fashion_bolsas_e_acessorios,4,46,374,69.79739130434783
MA,fashion_bolsas_e_acessorios,0,28,1636,84.45428571428572
MA,fashion_bolsas_e_acessorios,1,28,122,84.45428571428572
MA,fashion_bolsas_e_acessorios,4,28,374,84.45428571428572
MG,fashion_bolsas_e_acessorios,0,279,1636,88.95759856623656
MG,fashion_bolsas_e_acessorios,1,279,122,88.95759856623656
MG,fashion_bolsas_e_acessorios,2,279,3,88.95759856623656
MG,fashion_bolsas_e_acessorios,3,279,24,88.95759856623656
MG,fashion_bolsas_e_acessorios,4,279,374,88.95759856623656
MS,fashion_bolsas_e_acessorios,0,15,1636,72.032
MS,fashion_bolsas_e_acessorios,1,15,122,72.032
MS,fashion_bolsas_e_acessorios,4,15,374,72.032
MT,fashion_bolsas_e_acessorios,0,15,1636,46.284666666666666
MT,fashion_bolsas_e_acessorios,4,15,374,46.284666666666666
PA,fashion_bolsas_e_acessorios,0,33,1636,68.07121212121211
PA,fashion_bolsas_e_acessorios,1,33,122,68.07121212121211
PA,fashion_bolsas_e_acessorios,4,33,374,68.07121212121211
PB,fashion_bolsas_e_acessorios,0,21,1636,86.22190476190477
PB,fashion_bolsas_e_acessorios,3,21,24,86.22190476190477
PB,fashion_bolsas_e_acessorios,4,21,374,86.22190476190477
PE,fashion_bolsas_e_acessorios,0,47,1636,62.21744680851064
PE,fashion_bolsas_e_acessorios,1,47,122,62.21744680851064
PE,fashion_bolsas_e_acessorios,4,47,374,62.21744680851064
PI,fashion_bolsas_e_acessorios,0,5,1636,55.56
PR,fashion_bolsas_e_acessorios,0,122,1636,66.22114754098361
PR,fashion_bolsas_e_acessorios,1,122,122,66.22114754098361
PR,fashion_bolsas_e_acessorios,4,122,374,66.22114754098361
RJ,fashion_bolsas_e_acessorios,0,212,1636,83.89415094292453
RJ,fashion_bolsas_e_acessorios,1,212,122,83.89415094292453
RJ,fashion_bolsas_e_acessorios,3,212,24,83.89415094292453
RJ,fashion_bolsas_e_acessorios,4,212,374,83.89415094292453
RN,fashion_bolsas_e_acessorios,0,8,1636,181.97375
RN,fashion_bolsas_e_acessorios,3,8,24,181.97375
RN,fashion_bolsas_e_acessorios,4,8,374,181.97375
RO,fashion_bolsas_e_acessorios,0,9,1636,70.27666666666667
RO,fashion_bolsas_e_acessorios,1,9,122,70.27666666666667
RS,fashion_bolsas_e_acessorios,0,86,1636,101.97860465116278
RS,fashion_bolsas_e_acessorios,1,86,122,101.97860465116278
RS,fashion_bolsas_e_acessorios,3,86,24,101.97860465116278
RS,fashion_bolsas_e_acessorios,4,86,374,101.97860465116278
SC,fashion_bolsas_e_acessorios,0,83,1636,77.52819277108433
SC,fashion_bolsas_e_acessorios,1,83,122,77.52819277108433
SC,fashion_bolsas_e_acessorios,4,83,374,77.52819277108433
SE,fashion_bolsas_e_acessorios,0,9,1636,57.27777777777778
SP,fashion_bolsas_e_acessorios,0,900,1636,66.16626666668888
SP,fashion_bolsas_e_acessorios,1,900,122,66.16626666668888
SP,fashion_bolsas_e_acessorios,2,900,3,66.16626666668888
SP,fashion_bolsas_e_acessorios,3,900,24,66.16626666668888
SP,fashion_bolsas_e_acessorios,4,900,374,66.16626666668888
TO,fashion_bolsas_e_acessorios,0,12,1636,35.54916666666667
TO,fashion_bolsas_e_acessorios,4,12,374,35.54916666666667
AC,fashion_calcados,1,2,100,147.8
AC,fashion_calcados,2,2,80,147.8
AL,fashion_calcados,1,3,100,115.47333333333331
AL,fashion_calcados,2,3,80,115.47333333333331
BA,fashion_calcados,1,8,100,118.775
BA,fashion_calcados,2,8,80,118.775
CE,fashion_calcados,1,3,100,83.23333333333333
CE,fashion_calcados,2,3,80,83.23333333333333
DF,fashion_calcados,0,8,13,137.81125
DF,fashion_calcados,1,8,100,137.81125
DF,fashion_calcados,2,8,80,137.81125
DF,fashion_calcados,4,8,78,137.81125
ES,fashion_calcados,0,5,13,156.06
ES,fashion_calcados,1,5,100,156.06
ES,fashion_calcados,2,5,80,156.06
ES,fashion_calcados,4,5,78,156.06
GO,fashion_calcados,0,7,13,146.04285714285714
GO,fashion_calcados,1,7,100,146.04285714285714
GO,fashion_calcados,2,7,80,146.04285714285714
GO,fashion_calcados,4,7,78,146.04285714285714
MA,fashion_calcados,4,1,78,27.9
MG,fashion_calcados,1,43,100,74.29023255813954
MG,fashion_calcados,2,43,80,74.29023255813954
MG,fashion_calcados,4,43,78,74.29023255813954
MS,fashion_calcados,1,4,100,136.5
MS,fashion_calcados,2,4,80,136.5
MT,fashion_calcados,1,3,100,159.5
MT,fashion_calcados,2,3,80,159.5
PA,fashion_calcados,1,4,100,135.6
PA,fashion_calcados,2,4,80,135.6
PB,fashion_calcados,2,2,80,71.82
PE,fashion_calcados,1,11,100,111.03818181818183
PE,fashion_calcados,2,11,80,111.03818181818183
PE,fashion_calcados,4,11,78,111.03818181818183
PI,fashion_calcados,2,1,80,199.7
PR,fashion_calcados,1,20,100,51.141000000000005
PR,fashion_calcados,2,20,80,51.141000000000005
PR,fashion_calcados,4,20,78,51.141000000000005
RJ,fashion_calcados,1,31,100,80.51322580645162
RJ,fashion_calcados,2,31,80,80.51322580645162
RJ,fashion_calcados,4,31,78,80.51322580645162
RN,fashion_calcados,2,2,80,199.7
RO,fashion_calcados,2,1,80,169.79
RS,fashion_calcados,1,10,100,74.28
RS,fashion_calcados,2,10,80,74.28
RS,fashion_calcados,4,10,78,74.28
SC,fashion_calcados,0,7,13,107.15714285714286
SC,fashion_calcados,1,7,100,107.15714285714286
SC,fashion_calcados,2,7,80,107.15714285714286
SC,fashion_calcados,4,7,78,107.15714285714286
SP,fashion_calcados,0,96,13,78.46979166666667
SP,fashion_calcados,1,96,100,78.46979166666667
SP,fashion_calcados,2,96,80,78.46979166666667
SP,fashion_calcados,3,96,2,78.46979166666667
SP,fashion_calcados,4,96,78,78.46979166666667
TO,fashion_calcados,2,1,80,199.7
BA,fashion_roupa_masculina,0,13,71,93.87692307692308
BA,fashion_roupa_masculina,1,13,13,93.87692307692308
BA,fashion_roupa_masculina,2,13,13,93.87692307692308
BA,fashion_roupa_masculina,3,13,40,93.87692307692308
BA,fashion_roupa_masculina,4,13,7,93.87692307692308
