customer_state,product_category_name,cluster,Count_state,Count_cluster,Average Price per state
PB,brinquedos,0,19,701,262.7926315789474
PB,brinquedos,1,19,3345,262.7926315789474
PB,brinquedos,3,19,181,262.7926315789474
PB,brinquedos,4,19,4,262.7926315789474
PE,brinquedos,0,69,701,134.99405797101448
PE,brinquedos,1,69,3345,134.99405797101448
PE,brinquedos,3,69,181,134.99405797101448
PI,brinquedos,0,29,701,138.20275862068965
PI,brinquedos,1,29,3345,138.20275862068965
PR,brinquedos,0,211,701,117.48009478672985
PR,brinquedos,1,211,3345,117.48009478672985
PR,brinquedos,3,211,181,117.48009478672985
RJ,brinquedos,0,595,701,124.15126050420169
RJ,brinquedos,1,595,3345,124.15126050420169
RJ,brinquedos,2,595,15,124.15126050420169
RJ,brinquedos,3,595,181,124.15126050420169
RN,brinquedos,1,25,3345,78.5808
RO,brinquedos,0,15,701,205.26999999999998
RO,brinquedos,1,15,3345,205.26999999999998
RO,brinquedos,2,15,15,205.26999999999998
RO,brinquedos,3,15,181,205.26999999999998
RS,brinquedos,0,223,701,133.3332735426009
RS,brinquedos,1,223,3345,133.3332735426009
RS,brinquedos,2,223,15,133.3332735426009
RS,brinquedos,3,223,181,133.3332735426009
SC,brinquedos,0,121,701,131.4904958677686
SC,brinquedos,1,121,3345,131.4904958677686
SC,brinquedos,3,121,181,131.4904958677686
SE,brinquedos,1,11,3345,100.02636363636363
SP,brinquedos,0,1756,701,107.7286958997779
SP,brinquedos,1,1756,3345,107.7286958997779
SP,brinquedos,2,1756,15,107.7286958997779
SP,brinquedos,3,1756,181,107.7286958997779
TO,brinquedos,0,13,701,143.39615384615382
TO,brinquedos,1,13,3345,143.39615384615382
TO,brinquedos,3,13,181,143.39615384615382
AC,cama_mesa_banho,3,4,3200,141.925
AL,cama_mesa_banho,0,19,7508,105.58631578947369
AL,cama_mesa_banho,2,19,752,105.58631578947369
AL,cama_mesa_banho,3,19,3200,105.58631578947369
AM,cama_mesa_banho,0,9,7508,87.9
AM,cama_mesa_banho,3,9,3200,87.9
AP,cama_mesa_banho,3,6,3200,111.58333333333333
BA,cama_mesa_banho,0,273,7508,96.84021978021978
BA,cama_mesa_banho,1,273,246,96.84021978021978
BA,cama_mesa_banho,2,273,752,96.84021978021978
BA,cama_mesa_banho,3,273,3200,96.84021978021978
CE,cama_mesa_banho,0,89,7508,82.08078651685393
CE,cama_mesa_banho,2,89,752,82.08078651685393
CE,cama_mesa_banho,3,89,3200,82.08078651685393
DF,cama_mesa_banho,0,220,7508,77.57586363595453
DF,cama_mesa_banho,2,220,752,77.57586363595453
DF,cama_mesa_banho,3,220,3200,77.57586363595453
ES,cama_mesa_banho,0,241,7508,99.34248962655602
ES,cama_mesa_banho,1,241,246,99.34248962655602
ES,cama_mesa_banho,2,241,752,99.34248962655602
ES,cama_mesa_banho,3,241,3200,99.34248962655602
GO,cama_mesa_banho,0,253,7508,97.23383399241106
GO,cama_mesa_banho,1,253,246,97.23383399241106
GO,cama_mesa_banho,2,253,752,97.23383399241106
GO,cama_mesa_banho,3,253,3200,97.23383399241106
GO,cama_mesa_banho,4,253,140,97.23383399241106
MA,cama_mesa_banho,0,40,7508,107.58075000000001
MA,cama_mesa_banho,2,40,752,107.58075000000001
MA,cama_mesa_banho,3,40,3200,107.58075000000001
MG,cama_mesa_banho,0,1406,7508,97.73647226173543
MG,cama_mesa_banho,1,1406,246,97.73647226173543
MG,cama_mesa_banho,2,1406,752,97.73647226173543
MG,cama_mesa_banho,3,1406,3200,97.73647226173543
MG,cama_mesa_banho,4,1406,140,97.73647226173543
MS,cama_mesa_banho,0,74,7508,86.89864864864865
MS,cama_mesa_banho,2,74,752,86.89864864864865
MS,cama_mesa_banho,3,74,3200,86.89864864864865
MT,cama_mesa_banho,0,70,7508,101.54985714142857
MT,cama_mesa_banho,1,70,246,101.54985714142857
MT,cama_mesa_banho,2,70,752,101.54985714142857
MT,cama_mesa_banho,3,70,3200,101.54985714142857
PA,cama_mesa_banho,0,42,7508,88.36690476190476
PA,cama_mesa_banho,2,42,752,88.36690476190476
PA,cama_mesa_banho,3,42,3200,88.36690476190476
PB,cama_mesa_banho,0,32,7508,105.14031250000001
PB,cama_mesa_banho,2,32,752,105.14031250000001
PB,cama_mesa_banho,3,32,3200,105.14031250000001
PE,cama_mesa_banho,0,92,7508,101.90771739130435
PE,cama_mesa_banho,1,92,246,101.90771739130435
PE,cama_mesa_banho,2,92,752,101.90771739130435
PE,cama_mesa_banho,3,92,3200,101.90771739130435
PI,cama_mesa_banho,0,33,7508,105.72272727303032
PI,cama_mesa_banho,1,33,246,105.72272727303032
PI,cama_mesa_banho,3,33,3200,105.72272727303032
PR,cama_mesa_banho,0,484,7508,98.69683884297521
PR,cama_mesa_banho,1,484,246,98.69683884297521
PR,cama_mesa_banho,2,484,752,98.69683884297521
PR,cama_mesa_banho,3,484,3200,98.69683884297521
RJ,cama_mesa_banho,0,1761,7508,90.7029926177683
RJ,cama_mesa_banho,1,1761,246,90.7029926177683
RJ,cama_mesa_banho,2,1761,752,90.7029926177683
RJ,cama_mesa_banho,3,1761,3200,90.7029926177683
RJ,cama_mesa_banho,4,1761,140,90.7029926177683
RN,cama_mesa_banho,0,34,7508,104.67764705588236
RN,cama_mesa_banho,2,34,752,104.67764705588236
RN,cama_mesa_banho,3,34,3200,104.67764705588236
RO,cama_mesa_banho,0,15,7508,115.48466666666667
RO,cama_mesa_banho,3,15,3200,115.48466666666667
RR,cama_mesa_banho,0,3,7508,203.23333333333332
RR,cama_mesa_banho,2,3,752,203.23333333333332
RS,cama_mesa_banho,0,670,7508,94.47867164167164
RS,cama_mesa_banho,1,670,246,94.47867164167164
RS,cama_mesa_banho,2,670,752,94.47867164167164
RS,cama_mesa_banho,3,670,3200,94.47867164167164
RS,cama_mesa_banho,4,670,140,94.47867164167164
SC,cama_mesa_banho,0,348,7508,94.74008620721264
SC,cama_mesa_banho,1,348,246,94.74008620721264
SC,cama_mesa_banho,2,348,752,94.74008620721264
SC,cama_mesa_banho,3,348,3200,94.74008620721264
SE,cama_mesa_banho,0,15,7508,120.81133333333334
SE,cama_mesa_banho,2,15,752,120.81133333333334
SE,cama_mesa_banho,3,15,3200,120.81133333333334
SP,cama_mesa_banho,0,5603,7508,90.05161342135284
SP,cama_mesa_banho,1,5603,246,90.05161342135284
SP,cama_mesa_banho,2,5603,752,90.05161342135284
SP,cama_mesa_banho,3,5603,3200,90.05161342135284
SP,cama_mesa_banho,4,5603,140,90.05161342135284
TO,cama_mesa_banho,0,10,7508,101.083
TO,cama_mesa_banho,3,10,3200,101.083
AL,casa_conforto,0,1,259,89.9
BA,casa_conforto,0,12,259,105.02499999999999
BA,casa_conforto,4,12,153,105.02499999999999
CE,casa_conforto,0,4,259,86.65
DF,casa_conforto,0,7,259,74.5
ES,casa_conforto,0,13,259,135.93692307692308
ES,casa_conforto,3,13,39,135.93692307692308
ES,casa_conforto,4,13,153,135.93692307692308
GO,casa_conforto,0,9,259,153.27777777777777
GO,casa_conforto,3,9,39,153.27777777777777
GO,casa_conforto,4,9,153,153.27777777777777
MA,casa_conforto,0,2,259,342.95
MA,casa_conforto,3,2,39,342.95
MG,casa_conforto,0,60,259,139.23816666666667
MG,casa_conforto,3,60,39,139.23816666666667
MG,casa_conforto,4,60,153,139.23816666666667
MS,casa_conforto,0,1,259,86.9
MT,casa_conforto,4,4,153,171.95
PB,casa_conforto,0,1,259,86.9
PE,casa_conforto,0,8,259,121.30000000000001
PE,casa_conforto,4,8,153,121.30000000000001
PI,casa_conforto,0,3,259,166.29666666666665
PI,casa_conforto,4,3,153,166.29666666666665
PR,casa_conforto,0,13,259,125.93076923076924
PR,casa_conforto,3,13,39,125.93076923076924
PR,casa_conforto,4,13,153,125.93076923076924
RJ,casa_conforto,0,63,259,125.5820634920635
RJ,casa_conforto,3,63,39,125.5820634920635
RJ,casa_conforto,4,63,153,125.5820634920635
RN,casa_conforto,0,1,259,89.9
RO,casa_conforto,4,1,153,229.0
RS,casa_conforto,0,21,259,142.47095238095238
RS,casa_conforto,3,21,39,142.47095238095238
RS,casa_conforto,4,21,153,142.47095238095238
SC,casa_conforto,0,12,259,135.51583333333335
SC,casa_conforto,3,12,39,135.51583333333335
SC,casa_conforto,4,12,153,135.51583333333335
SE,casa_conforto,4,1,153,219.0
SP,casa_conforto,0,238,259,134.31189075630252
SP,casa_conforto,1,238,11,134.31189075630252
SP,casa_conforto,2,238,14,134.31189075630252
SP,casa_conforto,3,238,39,134.31189075630252
SP,casa_conforto,4,238,153,134.31189075630252
TO,casa_conforto,3,1,39,599.0
AL,casa_construcao,0,3,127,210.25
AL,casa_construcao,3,3,451,210.25
AM,casa_construcao,0,4,127,188.35
AM,casa_construcao,3,4,451,188.35
BA,casa_construcao,0,14,127,189.58785714285713
BA,casa_construcao,2,14,10,189.58785714285713
BA,casa_construcao,3,14,451,189.58785714285713
CE,casa_construcao,0,10,127,158.16499999
CE,casa_construcao,3,10,451,158.16499999
CE,casa_construcao,4,10,36,158.16499999
DF,casa_construcao,0,7,127,113.37714285714286
DF,casa_construcao,3,7,451,113.37714285714286
ES,casa_construcao,0,17,127,136.6441176470588
ES,casa_construcao,2,17,10,136.6441176470588
ES,casa_construcao,3,17,451,136.6441176470588
GO,casa_construcao,0,15,127,191.14666666666668
GO,casa_construcao,3,15,451,191.14666666666668
GO,casa_construcao,4,15,36,191.14666666666668
MA,casa_construcao,0,5,127,142.752
MA,casa_construcao,3,5,451,142.752
MG,casa_construcao,0,60,127,137.8483333335
MG,casa_construcao,3,60,451,137.8483333335
MG,casa_construcao,4,60,36,137.8483333335
MS,casa_construcao,0,8,127,176.0
MS,casa_construcao,3,8,451,176.0
MT,casa_construcao,0,7,127,155.04
MT,casa_construcao,3,7,451,155.04
PA,casa_construcao,3,2,451,124.89999999999999
PB,casa_construcao,0,6,127,184.875
PB,casa_construcao,3,6,451,184.875
PE,casa_construcao,0,7,127,191.66428571428574
PE,casa_construcao,3,7,451,191.66428571428574
PI,casa_construcao,0,4,127,205.14999999999998
PI,casa_construcao,3,4,451,205.14999999999998
PR,casa_construcao,0,24,127,114.50458333333334
PR,casa_construcao,3,24,451,114.50458333333334
PR,casa_construcao,4,24,36,114.50458333333334
RJ,casa_construcao,0,78,127,120.74397435897437
RJ,casa_construcao,1,78,6,120.74397435897437
RJ,casa_construcao,3,78,451,120.74397435897437
RJ,casa_construcao,4,78,36,120.74397435897437
RN,casa_construcao,0,1,127,452.6
RS,casa_construcao,0,43,127,174.36558139534884
RS,casa_construcao,2,43,10,174.36558139534884
RS,casa_construcao,3,43,451,174.36558139534884
SC,casa_construcao,0,25,127,155.1248
SC,casa_construcao,3,25,451,155.1248
SC,casa_construcao,4,25,36,155.1248
SE,casa_construcao,0,4,127,239.7375
SE,casa_construcao,3,4,451,239.7375
SP,casa_construcao,0,285,127,125.51298245578946
SP,casa_construcao,2,285,10,125.51298245578946
SP,casa_construcao,3,285,451,125.51298245578946
SP,casa_construcao,4,285,36,125.51298245578946
TO,casa_construcao,3,1,451,79.9
AL,climatizacao,4,1,25,540.0
AM,climatizacao,0,1,145,89.0
BA,climatizacao,0,6,145,138.81
BA,climatizacao,3,6,93,138.81
CE,climatizacao,3,2,93,223.07999999999998
DF,climatizacao,0,3,145,156.0
DF,climatizacao,3,3,93,156.0
ES,climatizacao,0,5,145,142.18
ES,climatizacao,3,5,93,142.18
GO,climatizacao,0,7,145,134.41285714285715
GO,climatizacao,3,7,93,134.41285714285715
MA,climatizacao,3,1,93,199.0
MG,climatizacao,0,21,145,214.52428571428572
MG,climatizacao,1,21,20,214.52428571428572
MG,climatizacao,3,21,93,214.52428571428572
MG,climatizacao,4,21,25,214.52428571428572
MT,climatizacao,0,5,145,117.16
MT,climatizacao,3,5,93,117.16
PB,climatizacao,0,1,145,35.9
PE,climatizacao,0,2,145,138.45
PE,climatizacao,3,2,93,138.45
PI,climatizacao,0,3,145,156.29999999999998
PI,climatizacao,3,3,93,156.29999999999998
PR,climatizacao,0,14,145,264.73785714285714
PR,climatizacao,1,14,20,264.73785714285714
PR,climatizacao,2,14,14,264.73785714285714
PR,climatizacao,3,14,93,264.73785714285714
RJ,climatizacao,0,68,145,238.75588235294117
RJ,climatizacao,1,68,20,238.75588235294117
RJ,climatizacao,2,68,14,238.75588235294117
RJ,climatizacao,3,68,93,238.75588235294117
RJ,climatizacao,4,68,25,238.75588235294117
RS,climatizacao,0,15,145,113.47933333333334
RS,climatizacao,3,15,93,113.47933333333334
SC,climatizacao,4,4,25,149.9
SP,climatizacao,0,138,145,166.1205797101449
SP,climatizacao,1,138,20,166.1205797101449
SP,climatizacao,2,138,14,166.1205797101449
SP,climatizacao,3,138,93,166.1205797101449
SP,climatizacao,4,138,25,166.1205797101449
AC,consoles_games,3,1,202,276.14
AL,consoles_games,0,7,907,383.29714285714283
AL,consoles_games,1,7,54,383.29714285714283
AL,consoles_games,3,7,202,383.29714285714283
AM,consoles_games,0,2,907,211.64999999999998
AM,consoles_games,3,2,202,211.64999999999998
AP,consoles_games,0,1,907,85.95
BA,consoles_games,0,37,907,99.65513513513514
BA,consoles_games,1,37,54,99.65513513513514
BA,consoles_games,3,37,202,99.65513513513514
CE,consoles_games,0,16,907,229.00312499999998
CE,consoles_games,1,16,54,229.00312499999998
CE,consoles_games,3,16,202,229.00312499999998
DF,consoles_games,0,28,907,75.47749999999999
DF,consoles_games,3,28,202,75.47749999999999
ES,consoles_games,0,26,907,151.18923076923076
ES,consoles_games,1,26,54,151.18923076923076
ES,consoles_games,3,26,202,151.18923076923076
GO,consoles_games,0,22,907,108.49272727272728
GO,consoles_games,1,22,54,108.49272727272728
GO,consoles_games,3,22,202,108.49272727272728
MA,consoles_games,0,7,907,288.7742857142857
MA,consoles_games,3,7,202,288.7742857142857
MA,consoles_games,4,7,14,288.7742857142857
MG,consoles_games,0,139,907,148.49179856115109
MG,consoles_games,1,139,54,148.49179856115109
MG,consoles_games,2,139,3,148.49179856115109
MG,consoles_games,3,139,202,148.49179856115109
MS,consoles_games,0,6,907,78.01166666666667
MT,consoles_games,0,9,907,147.8322222222222
MT,consoles_games,3,9,202,147.8322222222222
PA,consoles_games,0,16,907,130.220625
PA,consoles_games,1,16,54,130.220625
PA,consoles_games,3,16,202,130.220625
PB,consoles_games,0,8,907,129.785
PB,consoles_games,3,8,202,129.785
PE,consoles_games,0,20,907,281.1115
PE,consoles_games,1,20,54,281.1115
PE,consoles_games,3,20,202,281.1115
PI,consoles_games,0,9,907,185.61
PI,consoles_games,1,9,54,185.61
PI,consoles_games,3,9,202,185.61
PR,consoles_games,0,51,907,138.49823529411765
PR,consoles_games,1,51,54,138.49823529411765
PR,consoles_games,3,51,202,138.49823529411765
RJ,consoles_games,0,152,907,121.45092105263159
RJ,consoles_games,1,152,54,121.45092105263159
RJ,consoles_games,3,152,202,121.45092105263159
RJ,consoles_games,4,152,14,121.45092105263159
RN,consoles_games,0,6,907,275.82666666666665
RN,consoles_games,1,6,54,275.82666666666665
RN,consoles_games,3,6,202,275.82666666666665
RO,consoles_games,0,1,907,19.9
RS,consoles_games,0,61,907,142.63180327868852
RS,consoles_games,1,61,54,142.63180327868852
RS,consoles_games,3,61,202,142.63180327868852
SC,consoles_games,0,37,907,129.83648648648648
SC,consoles_games,1,37,54,129.83648648648648
SC,consoles_games,3,37,202,129.83648648648648
SE,consoles_games,0,6,907,288.665
SE,consoles_games,3,6,202,288.665
SE,consoles_games,4,6,14,288.665
SP,consoles_games,0,508,907,133.04513779527556
SP,consoles_games,1,508,54,133.04513779527556
SP,consoles_games,2,508,3,133.04513779527556
SP,consoles_games,3,508,202,133.04513779527556
SP,consoles_games,4,508,14,133.04513779527556
TO,consoles_games,0,4,907,82.175
AL,construcao_ferramentas_construcao,0,2,700,597.5
AL,construcao_ferramentas_construcao,4,2,52,597.5
BA,construcao_ferramentas_construcao,0,36,700,127.63055555555555
BA,construcao_ferramentas_construcao,2,36,182,127.63055555555555
BA,construcao_ferramentas_construcao,4,36,52,127.63055555555555
CE,construcao_ferramentas_construcao,0,11,700,167.91454545454545
CE,construcao_ferramentas_construcao,2,11,182,167.91454545454545
DF,construcao_ferramentas_construcao,0,13,700,101.68769230769232
DF,construcao_ferramentas_construcao,2,13,182,101.68769230769232
ES,construcao_ferramentas_construcao,0,14,700,208.29857142857145
ES,construcao_ferramentas_construcao,2,14,182,208.29857142857145
ES,construcao_ferramentas_construcao,4,14,52,208.29857142857145
GO,construcao_ferramentas_construcao,0,11,700,112.10545454545453
GO,construcao_ferramentas_construcao,2,11,182,112.10545454545453
MA,construcao_ferramentas_construcao,0,1,700,49.99
MG,construcao_ferramentas_construcao,0,122,700,148.00540983606558
MG,construcao_ferramentas_construcao,2,122,182,148.00540983606558
MG,construcao_ferramentas_construcao,4,122,52,148.00540983606558
MS,construcao_ferramentas_construcao,0,14,700,122.50071428571428
MS,construcao_ferramentas_construcao,2,14,182,122.50071428571428
MT,construcao_ferramentas_construcao,0,7,700,459.4114285714286
MT,construcao_ferramentas_construcao,2,7,182,459.4114285714286
MT,construcao_ferramentas_construcao,4,7,52,459.4114285714286
PA,construcao_ferramentas_construcao,0,2,700,243.945
PA,construcao_ferramentas_construcao,2,2,182,243.945
PB,construcao_ferramentas_construcao,0,1,700,226.9
PE,construcao_ferramentas_construcao,0,12,700,216.1475
PE,construcao_ferramentas_construcao,2,12,182,216.1475
PE,construcao_ferramentas_construcao,4,12,52,216.1475
PI,construcao_ferramentas_construcao,0,1,700,210.0
PR,construcao_ferramentas_construcao,0,55,700,173.76036363636362
PR,construcao_ferramentas_construcao,2,55,182,173.76036363636362
PR,construcao_ferramentas_construcao,4,55,52,173.76036363636362
RJ,construcao_ferramentas_construcao,0,122,700,161.20532786885246
RJ,construcao_ferramentas_construcao,1,122,8,161.20532786885246
RJ,construcao_ferramentas_construcao,2,122,182,161.20532786885246
RJ,construcao_ferramentas_construcao,4,122,52,161.20532786885246
RN,construcao_ferramentas_construcao,0,8,700,206.94625000125
RN,construcao_ferramentas_construcao,2,8,182,206.94625000125
RN,construcao_ferramentas_construcao,4,8,52,206.94625000125
RO,construcao_ferramentas_construcao,0,4,700,343.625
RO,construcao_ferramentas_construcao,2,4,182,343.625
RO,construcao_ferramentas_construcao,4,4,52,343.625
RS,construcao_ferramentas_construcao,0,44,700,126.7875
RS,construcao_ferramentas_construcao,2,44,182,126.7875
SC,construcao_ferramentas_construcao,0,30,700,165.893333334
SC,construcao_ferramentas_construcao,1,30,8,165.893333334
SC,construcao_ferramentas_construcao,2,30,182,165.893333334
SC,construcao_ferramentas_construcao,4,30,52,165.893333334
SE,construcao_ferramentas_construcao,4,1,52,779.9
SP,construcao_ferramentas_construcao,0,439,700,145.0402050116173
SP,construcao_ferramentas_construcao,1,439,8,145.0402050116173
SP,construcao_ferramentas_construcao,2,439,182,145.0402050116173
SP,construcao_ferramentas_construcao,3,439,8,145.0402050116173
SP,construcao_ferramentas_construcao,4,439,52,145.0402050116173
BA,construcao_ferramentas_ferramentas,2,5,64,117.94000000000001
BA,construcao_ferramentas_ferramentas,4,5,10,117.94000000000001
CE,construcao_ferramentas_ferramentas,2,1,64,93.0
ES,construcao_ferramentas_ferramentas,0,4,20,128.4975
ES,construcao_ferramentas_ferramentas,2,4,64,128.4975
GO,construcao_ferramentas_ferramentas,0,7,20,361.35714285714283
GO,construcao_ferramentas_ferramentas,1,7,3,361.35714285714283
GO,construcao_ferramentas_ferramentas,2,7,64,361.35714285714283
MG,construcao_ferramentas_ferramentas,0,19,20,97.84736842105262
MG,construcao_ferramentas_ferramentas,2,19,64,97.84736842105262
MG,construcao_ferramentas_ferramentas,4,19,10,97.84736842105262
MS,construcao_ferramentas_ferramentas,2,1,64,6.8
MT,construcao_ferramentas_ferramentas,0,1,20,190.0
PB,construcao_ferramentas_ferramentas,4,1,10,309.0
PE,construcao_ferramentas_ferramentas,0,1,20,190.0
PR,construcao_ferramentas_ferramentas,2,6,64,34.53
RJ,construcao_ferramentas_ferramentas,0,9,20,119.18666666666667
RJ,construcao_ferramentas_ferramentas,2,9,64,119.18666666666667
RS,construcao_ferramentas_ferramentas,0,9,20,127.03333333333333
RS,construcao_ferramentas_ferramentas,2,9,64,127.03333333333333
RS,construcao_ferramentas_ferramentas,4,9,10,127.03333333333333
SC,construcao_ferramentas_ferramentas,0,5,20,99.12
SC,construcao_ferramentas_ferramentas,2,5,64,99.12
SP,construcao_ferramentas_ferramentas,0,32,20,210.7296875
SP,construcao_ferramentas_ferramentas,1,32,3,210.7296875
SP,construcao_ferramentas_ferramentas,2,32,64,210.7296875
SP,construcao_ferramentas_ferramentas,3,32,4,210.7296875
SP,construcao_ferramentas_ferramentas,4,32,10,210.7296875
BA,construcao_ferramentas_iluminacao,0,6,106,124.00999999999999
BA,construcao_ferramentas_iluminacao,2,6,88,124.00999999999999
BA,construcao_ferramentas_iluminacao,3,6,92,124.00999999999999
CE,construcao_ferramentas_iluminacao,3,1,92,219.9
DF,construcao_ferramentas_iluminacao,0,4,106,197.0
DF,construcao_ferramentas_iluminacao,3,4,92,197.0
ES,construcao_ferramentas_iluminacao,2,7,88,107.47142857142856
ES,construcao_ferramentas_iluminacao,3,7,92,107.47142857142856
GO,construcao_ferramentas_iluminacao,0,5,106,197.0
GO,construcao_ferramentas_iluminacao,3,5,92,197.0
MA,construcao_ferramentas_iluminacao,3,1,92,250.0
MG,construcao_ferramentas_iluminacao,0,39,106,151.87641025641025
MG,construcao_ferramentas_iluminacao,2,39,88,151.87641025641025
MG,construcao_ferramentas_iluminacao,3,39,92,151.87641025641025
MG,construcao_ferramentas_iluminacao,4,39,15,151.87641025641025
MS,construcao_ferramentas_iluminacao,0,9,106,100.55333333333334
MS,construcao_ferramentas_iluminacao,2,9,88,100.55333333333334
MS,construcao_ferramentas_iluminacao,3,9,92,100.55333333333334
MT,construcao_ferramentas_iluminacao,2,3,88,216.66333333333333
MT,construcao_ferramentas_iluminacao,3,3,92,216.66333333333333
PA,construcao_ferramentas_iluminacao,0,1,106,29.0
PE,construcao_ferramentas_iluminacao,0,3,106,128.32666666666668
PE,construcao_ferramentas_iluminacao,2,3,88,128.32666666666668
PI,construcao_ferramentas_iluminacao,3,1,92,297.0
PR,construcao_ferramentas_iluminacao,0,13,106,158.60615384615386
PR,construcao_ferramentas_iluminacao,2,13,88,158.60615384615386
PR,construcao_ferramentas_iluminacao,3,13,92,158.60615384615386
RJ,construcao_ferramentas_iluminacao,0,21,106,155.13857142857142
RJ,construcao_ferramentas_iluminacao,1,21,4,155.13857142857142
RJ,construcao_ferramentas_iluminacao,2,21,88,155.13857142857142
RJ,construcao_ferramentas_iluminacao,3,21,92,155.13857142857142
RJ,construcao_ferramentas_iluminacao,4,21,15,155.13857142857142
RS,construcao_ferramentas_iluminacao,0,24,106,93.85541666666667
RS,construcao_ferramentas_iluminacao,2,24,88,93.85541666666667
RS,construcao_ferramentas_iluminacao,3,24,92,93.85541666666667
SC,construcao_ferramentas_iluminacao,0,14,106,100.66857142857144
SC,construcao_ferramentas_iluminacao,2,14,88,100.66857142857144
SC,construcao_ferramentas_iluminacao,3,14,92,100.66857142857144
SE,construcao_ferramentas_iluminacao,3,1,92,230.0
SP,construcao_ferramentas_iluminacao,0,150,106,131.48706666733332
SP,construcao_ferramentas_iluminacao,1,150,4,131.48706666733332
SP,construcao_ferramentas_iluminacao,2,150,88,131.48706666733332
SP,construcao_ferramentas_iluminacao,3,150,92,131.48706666733332
SP,construcao_ferramentas_iluminacao,4,150,15,131.48706666733332
TO,construcao_ferramentas_iluminacao,0,2,106,137.0
TO,construcao_ferramentas_iluminacao,3,2,92,137.0
AM,construcao_ferramentas_jardim,0,2,146,66.4
BA,construcao_ferramentas_jardim,0,8,146,196.17375
BA,construcao_ferramentas_jardim,1,8,25,196.17375
BA,construcao_ferramentas_jardim,2,8,12,196.17375
BA,construcao_ferramentas_jardim,3,8,63,196.17375
CE,construcao_ferramentas_jardim,0,8,146,248.5
CE,construcao_ferramentas_jardim,3,8,63,248.5
CE,construcao_ferramentas_jardim,4,8,1,248.5
DF,construcao_ferramentas_jardim,0,5,146,82.14000000000001
DF,construcao_ferramentas_jardim,3,5,63,82.14000000000001
ES,construcao_ferramentas_jardim,0,5,146,97.96000000000001
ES,construcao_ferramentas_jardim,1,5,25,97.96000000000001
GO,construcao_ferramentas_jardim,0,7,146,56.67142857142857
GO,construcao_ferramentas_jardim,3,7,63,56.67142857142857
MG,construcao_ferramentas_jardim,0,34,146,79.43764705852942
MG,construcao_ferramentas_jardim,1,34,25,79.43764705852942
MG,construcao_ferramentas_jardim,3,34,63,79.43764705852942
MS,construcao_ferramentas_jardim,0,2,146,90.495
MS,construcao_ferramentas_jardim,3,2,63,90.495
PA,construcao_ferramentas_jardim,3,1,63,139.9
PB,construcao_ferramentas_jardim,2,1,12,599.9
PE,construcao_ferramentas_jardim,0,7,146,162.92000000000002
PE,construcao_ferramentas_jardim,1,7,25,162.92000000000002
PE,construcao_ferramentas_jardim,3,7,63,162.92000000000002
PI,construcao_ferramentas_jardim,0,4,146,75.075
PI,construcao_ferramentas_jardim,3,4,63,75.075
PR,construcao_ferramentas_jardim,0,6,146,108.09833333333334
PR,construcao_ferramentas_jardim,1,6,25,108.09833333333334
PR,construcao_ferramentas_jardim,3,6,63,108.09833333333334
RJ,construcao_ferramentas_jardim,0,40,146,163.42874999999998
RJ,construcao_ferramentas_jardim,1,40,25,163.42874999999998
RJ,construcao_ferramentas_jardim,2,40,12,163.42874999999998
RJ,construcao_ferramentas_jardim,3,40,63,163.42874999999998
RN,construcao_ferramentas_jardim,0,3,146,54.56666666666666
RO,construcao_ferramentas_jardim,0,2,146,50.185
RS,construcao_ferramentas_jardim,0,7,146,144.71142857142857
RS,construcao_ferramentas_jardim,2,7,12,144.71142857142857
RS,construcao_ferramentas_jardim,3,7,63,144.71142857142857
SC,construcao_ferramentas_jardim,0,5,146,46.839999999999996
SP,construcao_ferramentas_jardim,0,100,146,75.0715
SP,construcao_ferramentas_jardim,1,100,25,75.0715
SP,construcao_ferramentas_jardim,2,100,12,75.0715
SP,construcao_ferramentas_jardim,3,100,63,75.0715
BA,construcao_ferramentas_seguranca,0,7,129,340.7042857142857
BA,construcao_ferramentas_seguranca,1,7,7,340.7042857142857
BA,construcao_ferramentas_seguranca,2,7,44,340.7042857142857
CE,construcao_ferramentas_seguranca,0,5,129,176.526
CE,construcao_ferramentas_seguranca,2,5,44,176.526
DF,construcao_ferramentas_seguranca,0,3,129,173.39333333333335
DF,construcao_ferramentas_seguranca,2,3,44,173.39333333333335
GO,construcao_ferramentas_seguranca,0,7,129,88.91428571428571
GO,construcao_ferramentas_seguranca,2,7,44,88.91428571428571
MG,construcao_ferramentas_seguranca,0,29,129,260.23310344827587
MG,construcao_ferramentas_seguranca,2,29,44,260.23310344827587
MG,construcao_ferramentas_seguranca,3,29,16,260.23310344827587
MG,construcao_ferramentas_seguranca,4,29,1,260.23310344827587
MS,construcao_ferramentas_seguranca,0,2,129,1092.945
MS,construcao_ferramentas_seguranca,1,2,7,1092.945
MT,construcao_ferramentas_seguranca,0,4,129,265.89750000000004
MT,construcao_ferramentas_seguranca,2,4,44,265.89750000000004
PB,construcao_ferramentas_seguranca,0,8,129,73.7375
PB,construcao_ferramentas_seguranca,2,8,44,73.7375
PE,construcao_ferramentas_seguranca,0,4,129,254.04500000000002
PE,construcao_ferramentas_seguranca,2,4,44,254.04500000000002
PR,construcao_ferramentas_seguranca,0,18,129,121.36166666666665
PR,construcao_ferramentas_seguranca,2,18,44,121.36166666666665
RJ,construcao_ferramentas_seguranca,0,16,129,169.214375
RJ,construcao_ferramentas_seguranca,2,16,44,169.214375
